id,instruction_target_image,instruction_prompt,source,translate,category,object,,
edit_320,image_edit_magic_data/image_320.png,make her hair red.,image_edit_meta,把她的头发染成红色。,Local,头发,,
edit_321,image_edit_magic_data/image_321.png,replace pita bread with a pizza,image_edit_meta,将皮塔饼换成披萨。,Local,皮塔饼,,
edit_322,image_edit_magic_data/image_322.png,replace snow with cherry blossoms,image_edit_meta,将雪替换为樱花,Global,无修改物体,,
edit_323,image_edit_magic_data/image_323.png,make wall into rainbow stripes,image_edit_meta,将墙壁涂成彩虹条纹,Background,无修改物体,,
edit_324,image_edit_magic_data/image_324.png,change the statue's hand to hold a fish,image_edit_meta,请将雕像改为手持一条鱼。,Local,水盆,,
edit_325,image_edit_magic_data/image_325.png,replace girl with Santa Claus,image_edit_meta,将女孩替换为圣诞老人,Local,女孩,,
edit_326,image_edit_magic_data/image_326.png,make her hair red,image_edit_meta,把她的头发染成红色。,Local,头发,,
edit_327,image_edit_magic_data/image_327.png,make her hair shorter,image_edit_meta,把她的头发剪短。,Local,头发,,
edit_328,image_edit_magic_data/image_328.png,turn the dog into a cat,image_edit_meta,把狗变成猫,Local,狗,,
edit_329,image_edit_magic_data/image_329.png,replace christmas tree with a potted plant.,image_edit_meta,将圣诞树替换为盆栽植物。,Local,圣诞树,,
edit_330,image_edit_magic_data/image_330.png,switch woman with bear,image_edit_meta,把女人变成熊,Local,女人,,
edit_331,image_edit_magic_data/image_331.png,replace tomatoes with potatoes,image_edit_meta,将西红柿换成土豆,Local,西红柿,,
edit_332,image_edit_magic_data/image_332.png,replace villas to huts.,image_edit_meta,请将别墅替换为小屋。,Local,别墅,,
edit_333,image_edit_magic_data/image_333.png,give her a hat,image_edit_meta,给她一顶帽子。,Addition,无修改物体,,
edit_334,image_edit_magic_data/image_334.png,replace lollipop with a flower,image_edit_meta,请将棒棒糖换成花朵。,Local,棒棒糖,,
edit_335,image_edit_magic_data/image_335.png,replace wildebeest with elephants,image_edit_meta,将角马替换为大象,Local,角马,,
edit_336,image_edit_magic_data/image_336.png,make her hair shorter,image_edit_meta,把她的头发剪短。,Local,头发,,
edit_337,image_edit_magic_data/image_337.png,replace dog with cat,image_edit_meta,将狗替换为猫,Local,狗,,
edit_338,image_edit_magic_data/image_338.png,have him to be sleeping on a couch instead,image_edit_meta,请让他睡在沙发上。,Background,无修改物体,,
edit_339,image_edit_magic_data/image_339.png,change her hair to black and her lips to green,image_edit_meta,把她的头发染成黑色，把她的嘴唇涂成绿色。,Local,头发和嘴唇,,
edit_340,image_edit_magic_data/image_340.png,make her a ghost,image_edit_meta,让她成为幽灵,Local,她,,
edit_341,image_edit_magic_data/image_341.png,turn red hair into purple hair,image_edit_meta,将红发染成紫发,Local,红发,,
edit_342,image_edit_magic_data/image_342.png,swap the plant with a cat,image_edit_meta,把植物变成猫。,Local,植物,,
edit_343,image_edit_magic_data/image_343.png,make her lips more purple,image_edit_meta,让她的嘴唇更紫一些。,Local,嘴唇,,
edit_344,image_edit_magic_data/image_344.png,make him look older,image_edit_meta,让他看起来更老,Local,他,,
edit_345,image_edit_magic_data/image_345.png,replace the sword with a flower,image_edit_meta,以花替剑,Local,剑,,
edit_346,image_edit_magic_data/image_346.png,change location to machu picchu,image_edit_meta,改变位置到马丘比丘,Background,无修改物体,,
edit_347,image_edit_magic_data/image_347.png,change dolphin to whale,image_edit_meta,请将把海豚改为鲸鱼。,Local,海豚,,
edit_348,image_edit_magic_data/image_348.png,switch nuts to bolts,image_edit_meta,将开关螺母换成螺栓。,Local,开关螺母,,
edit_349,image_edit_magic_data/image_349.png,colorize the statue,image_edit_meta,给雕像上色,Local,雕像,,
edit_350,image_edit_magic_data/image_350.png,have him to be eating a sandwich,image_edit_meta,把他变成正在吃三明治。,Local,他,,
edit_351,image_edit_magic_data/image_351.png,replace great blue heron with bald eagle,image_edit_meta,将大蓝鹭替换为秃头鹰,Local,大蓝鹭,,
edit_352,image_edit_magic_data/image_352.png,have him to be on fire.,image_edit_meta,让他充满激情。,Local,他,,
edit_353,image_edit_magic_data/image_353.png,make it a pina colada,image_edit_meta,请把它做成椰林飘香鸡尾酒。,Local,果汁,,
edit_354,image_edit_magic_data/image_354.png,replace potatoes with carrots,image_edit_meta,将土豆换成胡萝卜,Local,土豆,,
edit_355,image_edit_magic_data/image_355.png,turn him into a woman.,image_edit_meta,把他变成一个女人。,Local,他,,
edit_356,image_edit_magic_data/image_356.png,turn the roof into a beach,image_edit_meta,把屋顶变成海滩。,Background,无修改物体,,
edit_357,image_edit_magic_data/image_357.png,replace the car with a hot air balloon,image_edit_meta,将汽车换成热气球。,Local,汽车,,
edit_358,image_edit_magic_data/image_358.png,replace the dog with a cat,image_edit_meta,把狗换成猫。,Local,狗,,
edit_359,image_edit_magic_data/image_359.png,turn man into a woman.,image_edit_meta,将男人变为女人,Local,男人,,
edit_360,image_edit_magic_data/image_360.png,turn the women into men,image_edit_meta,把女人变成男人,Local,女人,,
edit_361,image_edit_magic_data/image_361.png,turn champagne into a wedding cake,image_edit_meta,将香槟变成婚礼蛋糕,Local,香槟,,
edit_362,image_edit_magic_data/image_362.png,replace hearts with music notes,image_edit_meta,将心形替换为音乐符号,Local,心形,,
edit_363,image_edit_magic_data/image_363.png,change church to castle,image_edit_meta,把教堂变为城堡,Local,教堂,,
edit_364,image_edit_magic_data/image_364.png,replace hat with sunglasses,image_edit_meta,将帽子换成墨镜,Local,帽子,,
edit_365,image_edit_magic_data/image_365.png,turn the mirror into a portal,image_edit_meta,把镜子变成传送门,Local,镜子,,
edit_366,image_edit_magic_data/image_366.png,replace broccoli with pizza,image_edit_meta,将西兰花换成比萨饼,Local,西兰花,,
edit_367,image_edit_magic_data/image_367.png,make them adults,image_edit_meta,让他们长大成人,Local,他们,,
edit_368,image_edit_magic_data/image_368.png,replace man with a woman,image_edit_meta,将男人替换为女人,Local,男人,,
edit_369,image_edit_magic_data/image_369.png,replace people with dogs,image_edit_meta,用狗代替人,Local,人,,
edit_370,image_edit_magic_data/image_370.png,replace glasses with sunglasses,image_edit_meta,把眼镜换成墨镜,Local,眼镜,,
edit_371,image_edit_magic_data/image_371.png,change his shirt to black,image_edit_meta,把他的衬衫换成黑色,Local,衬衫,,
edit_372,image_edit_magic_data/image_372.png,replace baby with kitten,image_edit_meta,用小猫代替婴儿,Local,婴儿,,
edit_373,image_edit_magic_data/image_373.png,change road bike to unicycle,image_edit_meta,将公路自行车换成独轮车,Local,公路自行车,,
edit_374,image_edit_magic_data/image_374.png,have her wear a red bodysuit instead of black,image_edit_meta,请让她穿红色紧身衣，而不是黑色的。,Local,她,,
edit_375,image_edit_magic_data/image_375.png,make him cry.,image_edit_meta,让他哭,Local,他,,
edit_376,image_edit_magic_data/image_376.png,make penguin wear sunglasses,image_edit_meta,让企鹅戴上太阳镜,Addition,无修改物体,,
edit_377,image_edit_magic_data/image_377.png,replace chocolate cookies with macarons,image_edit_meta,将巧克力饼干替换为马卡龙。,Local,巧克力饼干,,
edit_378,image_edit_magic_data/image_378.png,change young to old.,image_edit_meta,将年轻的变为年老的。,Local,年轻的,,
edit_379,image_edit_magic_data/image_379.png,make her a mermaid,image_edit_meta,把她变成美人鱼,Local,她,,
edit_380,image_edit_magic_data/image_380.png,swap hair to straight,image_edit_meta,交换头发为直发,Local,头发,,
edit_381,image_edit_magic_data/image_381.png,make them ninjas.,image_edit_meta,让他们成为忍者。,Local,他们,,
edit_382,image_edit_magic_data/image_382.png,replace man with a horse,image_edit_meta,将人替换为马,Local,人,,
edit_383,image_edit_magic_data/image_383.png,make the Eiffel Tower into a giant pineapple.,image_edit_meta,请把埃菲尔铁塔变成一个巨大的菠萝。,Local,埃菲尔铁塔,,
edit_384,image_edit_magic_data/image_384.png,make her hair curly,image_edit_meta,使她的头发卷曲,Local,头发,,
edit_385,image_edit_magic_data/image_385.png,replace kale with spinach,image_edit_meta,请将羽衣甘蓝替换为菠菜。,Local,羽衣甘蓝,,
edit_386,image_edit_magic_data/image_386.png,change her eyes to green.,image_edit_meta,请将她的眼睛变成绿色。,Local,她的眼睛,,
edit_387,image_edit_magic_data/image_387.png,replace the sea with a desert,image_edit_meta,将大海替换为沙漠。,Background,无修改物体,,
edit_388,image_edit_magic_data/image_388.png,make her dress pink,image_edit_meta,把她的裙子做成粉色。,Local,裙子,,
edit_389,image_edit_magic_data/image_389.png,change amethyst to emerald,image_edit_meta,将紫水晶改为翡翠,Local,紫水晶,,
edit_390,image_edit_magic_data/image_390.png,make her smile,image_edit_meta,让她笑,Local,她,,
edit_391,image_edit_magic_data/image_391.png,replace the sun with a pizza,image_edit_meta,请将太阳换成披萨。,Local,太阳,,
edit_392,image_edit_magic_data/image_392.png,make it a great dane,image_edit_meta,把它变成一只大丹犬。,Local,狗,,
edit_393,image_edit_magic_data/image_393.png,swap go-go dancers with penguins,image_edit_meta,用企鹅替换掉啦啦队舞者,Local,啦啦队舞者,,
edit_394,image_edit_magic_data/image_394.png,give her a superhero cape.,image_edit_meta,请给她一件超级英雄斗篷。,Addition,无修改物体,,
edit_395,image_edit_magic_data/image_395.png,replace flower diadem with a pacifier,image_edit_meta,用奶嘴替换花冠,Local,花冠,,
edit_396,image_edit_magic_data/image_396.png,make the model have red hair.,image_edit_meta,让模特拥有红头发。,Local,模特,,
edit_397,image_edit_magic_data/image_397.png,transform the belly dancer into a mermaid,image_edit_meta,将肚皮舞者变成美人鱼。,Local,肚皮舞者,,
edit_398,image_edit_magic_data/image_398.png,have her smile,image_edit_meta,让她笑起来,Local,她,,
edit_399,image_edit_magic_data/image_399.png,replace roses with daisies,image_edit_meta,请将玫瑰替换为雏菊。,Local,玫瑰,,
edit_400,image_edit_magic_data/image_400.png,make her smile,image_edit_meta,让她笑,Local,她,,
edit_401,image_edit_magic_data/image_401.png,replace the girls with two muscular men,image_edit_meta,请将女孩们替换为两名肌肉男。,Local,女孩们,,
edit_402,image_edit_magic_data/image_402.png,have her to be a mermaid,image_edit_meta,让她成为美人鱼。,Local,她,,
edit_403,image_edit_magic_data/image_403.png,replace candle with flower,image_edit_meta,用鲜花代替蜡烛,Local,蜡烛,,
edit_404,image_edit_magic_data/image_404.png,make her hair pink,image_edit_meta,把她的头发染成粉红色,Local,头发,,
edit_405,image_edit_magic_data/image_405.png,replace statue with a real native american woman.,image_edit_meta,把雕像换成一个真正的印第安女人。,Local,雕像,,
edit_406,image_edit_magic_data/image_406.png,make her hair blue,image_edit_meta,把她的头发染成蓝色。,Local,头发,,
edit_407,image_edit_magic_data/image_407.png,have him to be wearing a bow tie,image_edit_meta,请让他戴蝴蝶结领带。,Addition,无修改物体,,
edit_408,image_edit_magic_data/image_408.png,change bacon to sausage,image_edit_meta,将培根换成香肠,Local,培根,,
edit_409,image_edit_magic_data/image_409.png,change cafe to beach,image_edit_meta,把咖啡馆改为海滩,Background,无修改物体,,
edit_410,image_edit_magic_data/image_410.png,replace terrier with shark,image_edit_meta,用鲨鱼代替小猎犬,Local,小猎犬,,
edit_411,image_edit_magic_data/image_411.png,make cyclist into a cat.,image_edit_meta,把骑自行车的人变成一只猫。,Local,骑自行车的人,,
edit_412,image_edit_magic_data/image_412.png,straighten hair,image_edit_meta,拉直头发,Local,头发,,
edit_413,image_edit_magic_data/image_413.png,change beard to mustache,image_edit_meta,将胡子改为髭须。,Local,胡子,,
edit_414,image_edit_magic_data/image_414.png,make the boy's shirt have a cartoon character on it,image_edit_meta,让男孩的衬衫上有一个卡通人物。,Local,男孩的衬衫,,
edit_415,image_edit_magic_data/image_415.png,change beer to juice,image_edit_meta,把啤酒换成果汁,Local,啤酒,,
edit_416,image_edit_magic_data/image_416.png,turn horse into unicorn,image_edit_meta,把马变成独角兽,Local,马,,
edit_417,image_edit_magic_data/image_417.png,have her hair to be short and straight,image_edit_meta,让她的头发变成短直发。,Local,头发,,
edit_418,image_edit_magic_data/image_418.png,replace the statue of liberty with a giant pineapple,image_edit_meta,请将自由女神像替换为一个巨大的菠萝。,Local,自由女神像,,
edit_419,image_edit_magic_data/image_419.png,make the man's hair and beard green,image_edit_meta,把那个男人的头发和胡须染成绿色。,Local,男人的头发和胡须,,
edit_420,image_edit_magic_data/image_420.png,make her hair shorter,image_edit_meta,请把她的头发剪短。,Local,头发,,
edit_421,image_edit_magic_data/image_421.png,turn wreath into a spooky ghost.,image_edit_meta,请将花环变成一个幽灵。,Local,花环,,
edit_422,image_edit_magic_data/image_422.png,replace girl with a boy,image_edit_meta,将女孩替换为男孩,Local,女孩,,
edit_423,image_edit_magic_data/image_423.png,change bicycle to skateboard,image_edit_meta,把自行车换成滑板,Local,自行车,,
edit_424,image_edit_magic_data/image_424.png,change black sand to golden sand,image_edit_meta,将黑沙变为金沙。,Local,黑沙,,
edit_425,image_edit_magic_data/image_425.png,replace the young man with a cartoon character,image_edit_meta,请用卡通人物替换这位年轻人。,Local,年轻人,,
edit_426,image_edit_magic_data/image_426.png,transform dog into a cat,image_edit_meta,将狗变成猫,Local,狗,,
edit_427,image_edit_magic_data/image_427.png,change her eyes to blue,image_edit_meta,把她的的眼睛变成蓝色。,Local,她的眼睛,,
edit_428,image_edit_magic_data/image_428.png,turn one motorcyclist into a giraffe,image_edit_meta,把一个摩托车手变成一只长颈鹿。,Local,摩托车手,,
edit_429,image_edit_magic_data/image_429.png,replace the dress with a sari,image_edit_meta,请将裙子换成纱丽。,Local,裙子,,
edit_430,image_edit_magic_data/image_430.png,change the flowers to daisies,image_edit_meta,请把花换成雏菊。,Local,花,,
edit_431,image_edit_magic_data/image_431.png,incorporate a glowing orb,image_edit_meta,将发光的球体融入,Addition,无修改物体,,
edit_432,image_edit_magic_data/image_432.png,add a creepy clown,image_edit_meta,请添加一个恐怖的小丑。,Addition,无修改物体,,
edit_433,image_edit_magic_data/image_433.png,insert a fish beside the old man.,image_edit_meta,在老人旁边放一条鱼。,Addition,无修改物体,,
edit_434,image_edit_magic_data/image_434.png,add a pair of sunglasses,image_edit_meta,请添加一副太阳镜。,Addition,无修改物体,,
edit_435,image_edit_magic_data/image_435.png,add a stethoscope around her neck,image_edit_meta,在她的脖子上挂一个听诊器,Addition,无修改物体,,
edit_436,image_edit_magic_data/image_436.png,append a glowing moon,image_edit_meta,附加一个发光的月亮,Addition,无修改物体,,
edit_437,image_edit_magic_data/image_437.png,add a guitar to the young man,image_edit_meta,给这位年轻人加上一把吉他。,Addition,无修改物体,,
edit_438,image_edit_magic_data/image_438.png,place a surfboard under the elephant,image_edit_meta,将冲浪板放在大象下面。,Addition,无修改物体,,
edit_439,image_edit_magic_data/image_439.png,add a whistle,image_edit_meta,加一个哨声,Addition,无修改物体,,
edit_440,image_edit_magic_data/image_440.png,have him eat a slice of pizza,image_edit_meta,请让他吃一片披萨。,Addition,无修改物体,,
edit_441,image_edit_magic_data/image_441.png,add a bird flying alongside the mountain biker,image_edit_meta,请在山地自行车手旁边添加一只飞翔的鸟。,Addition,无修改物体,,
edit_442,image_edit_magic_data/image_442.png,add a beach ball,image_edit_meta,添加一个沙滩球,Addition,无修改物体,,
edit_443,image_edit_magic_data/image_443.png,make her hair longer,image_edit_meta,让她的头发变长。,Local,头发,,
edit_444,image_edit_magic_data/image_444.png,change the background to cityscape at sunset,image_edit_meta,将背景更改为夕阳下的城市天际线。,Background,无修改物体,,
edit_445,image_edit_magic_data/image_445.png,replace the background with a garden,image_edit_meta,将背景替换为花园,Background,无修改物体,,
edit_446,image_edit_magic_data/image_446.png,make their shirts green,image_edit_meta,把他们的衬衫变成绿色,Local,衬衫,,
edit_447,image_edit_magic_data/image_447.png,change the color of the cap from red to blue,image_edit_meta,将帽子的颜色从红色改为蓝色。,Local,帽子,,
edit_448,image_edit_magic_data/image_448.png,include a flower crown,image_edit_meta,包括一个花环,Addition,无修改物体,,
edit_449,image_edit_magic_data/image_449.png,put a bookshelf in the background,image_edit_meta,在背景中放置一个书架。,Addition,无修改物体,,
edit_450,image_edit_magic_data/image_450.png,give the boy a toy bow and arrow,image_edit_meta,给男孩一个玩具弓和箭。,Addition,无修改物体,,
edit_451,image_edit_magic_data/image_451.png,add a group of seagulls flying above the yacht,image_edit_meta,请在游艇上方添加一群海鸥。,Addition,无修改物体,,
edit_452,image_edit_magic_data/image_452.png,add a scarf,image_edit_meta,加条围巾 ,Addition,无修改物体,,
edit_453,image_edit_magic_data/image_453.png,incorporate a shooting star,image_edit_meta,将流星融入,Addition,无修改物体,,
edit_454,image_edit_magic_data/image_454.png,put a pair of sunglasses on her.,image_edit_meta,请给她戴上一副太阳镜。,Addition,无修改物体,,
edit_455,image_edit_magic_data/image_455.png,include a rainbow,image_edit_meta,请包含一道彩虹。,Addition,无修改物体,,
edit_456,image_edit_magic_data/image_456.png,add a golden crown to one of the angels,image_edit_meta,请为其中一个天使加上一顶金色的王冠。,Addition,无修改物体,,
edit_457,image_edit_magic_data/image_457.png,append a pair of sunglasses,image_edit_meta,附加一副太阳镜,Addition,无修改物体,,
edit_458,image_edit_magic_data/image_458.png,add a book on the couch,image_edit_meta,在沙发上放一本书。,Addition,无修改物体,,
edit_459,image_edit_magic_data/image_459.png,add a group of deer on the side of the train.,image_edit_meta,请在火车的一侧添加一群鹿。,Addition,无修改物体,,
edit_460,image_edit_magic_data/image_460.png,add a rose in her hair,image_edit_meta,在她的头发上加一朵玫瑰。,Addition,无修改物体,,
edit_461,image_edit_magic_data/image_461.png,place a fashionable hat on the models,image_edit_meta,请给模特戴上一顶时尚的帽子。,Addition,无修改物体,,
edit_462,image_edit_magic_data/image_462.png,add a shopping list alongside them,image_edit_meta,请在旁边添加一个购物清单。,Addition,无修改物体,,
edit_463,image_edit_magic_data/image_463.png,place a small dragon near the dwarf warrior,image_edit_meta,在矮人战士旁边放置一只小恐龙。,Addition,无修改物体,,
edit_464,image_edit_magic_data/image_464.png,add a plate of dim sum,image_edit_meta,加一盘点心。,Addition,无修改物体,,
edit_465,image_edit_magic_data/image_465.png,add a pair of sunglasses,image_edit_meta,请添加一副太阳镜。,Addition,无修改物体,,
edit_466,image_edit_magic_data/image_466.png,give the princess a wand,image_edit_meta,给公主一根魔杖,Addition,无修改物体,,
edit_467,image_edit_magic_data/image_467.png,add a beautiful flower crown on her head,image_edit_meta,请在她头上添加一个美丽的花环。,Addition,无修改物体,,
edit_468,image_edit_magic_data/image_468.png,insert a scooter in the street,image_edit_meta,在街上插入一辆踏板车。,Addition,无修改物体,,
edit_469,image_edit_magic_data/image_469.png,add a dash of parsley alongside the croutons,image_edit_meta,在面包丁旁边加上一点香菜。,Addition,无修改物体,,
edit_470,image_edit_magic_data/image_470.png,have her carry a beach umbrella,image_edit_meta,让她带一把沙滩伞。,Addition,无修改物体,,
edit_471,image_edit_magic_data/image_471.png,place a spoon near the bucket,image_edit_meta,请把一把勺子放在桶旁边。,Addition,无修改物体,,
edit_472,image_edit_magic_data/image_472.png,put a ski lift on the mountain,image_edit_meta,在山上建一个滑雪缆车,Addition,无修改物体,,
edit_473,image_edit_magic_data/image_473.png,add a treasure chest near him,image_edit_meta,在他附近添加一个宝箱。,Addition,无修改物体,,
edit_474,image_edit_magic_data/image_474.png,incorporate a magnifying glass,image_edit_meta,将放大镜融入进去,Addition,无修改物体,,
edit_475,image_edit_magic_data/image_475.png,change her eye color to green,image_edit_meta,把她的瞳色变成绿色。,Local,她的眼睛,,
edit_476,image_edit_magic_data/image_476.png,have her wear a golden necklace,image_edit_meta,让她戴上一条金项链。,Addition,无修改物体,,
edit_477,image_edit_magic_data/image_477.png,add a fish to the woman's hand,image_edit_meta,在女人的手里加上一条鱼。,Addition,无修改物体,,
edit_478,image_edit_magic_data/image_478.png,add a film camera on the side,image_edit_meta,在旁边添加一台胶卷相机。,Addition,无修改物体,,
edit_479,image_edit_magic_data/image_479.png,integrate a bird's nest on the tree,image_edit_meta,在树上集成一个鸟巢,Addition,无修改物体,,
edit_480,image_edit_magic_data/image_480.png,set a hat on her head,image_edit_meta,把帽子戴在她头上,Addition,无修改物体,,
edit_481,image_edit_magic_data/image_481.png,Have her hold a bouquet of sunflowers instead of one.,image_edit_meta,请让她拿一束向日葵，而不是一朵。,Local,向日葵,,
edit_482,image_edit_magic_data/image_482.png,add a hobbit holding a fishing rod next to the road sign,image_edit_meta,请在路标旁添加一个拿着钓鱼竿的霍比特人。,Addition,无修改物体,,
edit_483,image_edit_magic_data/image_483.png,integrate a cabin in the mountains,image_edit_meta,在山中融入一座小屋,Addition,无修改物体,,
edit_484,image_edit_magic_data/image_484.png,insert a cat nearby,image_edit_meta,在附近放一只猫。,Addition,无修改物体,,
edit_485,image_edit_magic_data/image_485.png,put a beach ball in the father's hand,image_edit_meta,把一个沙滩球放在父亲的手里。,Addition,无修改物体,,
edit_486,image_edit_magic_data/image_486.png,change the background to a minimalist home office,image_edit_meta,将背景改为极简主义家庭办公室,Background,无修改物体,,
edit_487,image_edit_magic_data/image_487.png,transform the background to a cozy living room,image_edit_meta,将背景转换为舒适的客厅,Background,无修改物体,,
edit_488,image_edit_magic_data/image_488.png,change the background to a futuristic cityscape,image_edit_meta,将背景更改为未来城市景观。,Background,无修改物体,,
edit_489,image_edit_magic_data/image_489.png,replace the background with a winter wonderland,image_edit_meta,请将背景替换为冬日仙境。,Background,无修改物体,,
edit_490,image_edit_magic_data/image_490.png,create a sunset background,image_edit_meta,创建一个夕阳背景,Background,无修改物体,,
edit_491,image_edit_magic_data/image_491.png,set the background to winter wonderland,image_edit_meta,将背景设置为冬季仙境,Background,无修改物体,,
edit_492,image_edit_magic_data/image_492.png,set the background to beach at sunset,image_edit_meta,将背景设置为海滩日落。,Background,无修改物体,,
edit_493,image_edit_magic_data/image_493.png,modify the background to a beachfront,image_edit_meta,将背景改为海滨。,Background,无修改物体,,
edit_494,image_edit_magic_data/image_494.png,replace the background with a luxury yacht,image_edit_meta,请将背景替换为豪华游艇。,Background,无修改物体,,
edit_495,image_edit_magic_data/image_495.png,move the background to a field of flowers,image_edit_meta,将背景移到一片花海上。,Background,无修改物体,,
edit_496,image_edit_magic_data/image_496.png,change the background to cityscape,image_edit_meta,将背景更改为城市风光,Background,无修改物体,,
edit_497,image_edit_magic_data/image_497.png,replace the background with a luxury resort,image_edit_meta,请将背景替换为豪华度假村。,Background,无修改物体,,
edit_498,image_edit_magic_data/image_498.png,change the background to mountain,image_edit_meta,将背景更改为山景,Background,无修改物体,,
edit_499,image_edit_magic_data/image_499.png,set the background to castle,image_edit_meta,将背景设置为城堡。,Background,无修改物体,,
edit_500,image_edit_magic_data/image_500.png,move the background to a luxury bedroom,image_edit_meta,将背景移到豪华卧室,Background,无修改物体,,
edit_501,image_edit_magic_data/image_501.png,replace the background with a cityscape,image_edit_meta,请将背景替换为城市景观。,Background,无修改物体,,
edit_502,image_edit_magic_data/image_502.png,replace the background with a city skyline at sunset,image_edit_meta,请将背景替换为夕阳下的城市天际线。,Background,无修改物体,,
edit_503,image_edit_magic_data/image_503.png,transform the background to luxury resort,image_edit_meta,将背景转换为豪华度假村,Background,无修改物体,,
edit_504,image_edit_magic_data/image_504.png,change the background to cityscape at night,image_edit_meta,将背景更改为夜间的都市风光。,Background,无修改物体,,
edit_505,image_edit_magic_data/image_505.png,transfer the scene to a peaceful monastery,image_edit_meta,将场景转移到一个宁静的寺庙中。,Background,无修改物体,,
edit_506,image_edit_magic_data/image_506.png,replace the background with a beach,image_edit_meta,请将背景替换为海滩。,Background,无修改物体,,
edit_507,image_edit_magic_data/image_507.png,replace the background with a mystical forest,image_edit_meta,将背景替换为神秘森林,Background,无修改物体,,
edit_508,image_edit_magic_data/image_508.png,swap the background with a sunset,image_edit_meta,将背景换成夕阳,Background,无修改物体,,
edit_509,image_edit_magic_data/image_509.png,replace the background with a cozy bedroom,image_edit_meta,请将背景替换为一个舒适的卧室。,Background,无修改物体,,
edit_510,image_edit_magic_data/image_510.png,set the background to a playground,image_edit_meta,将背景设置为游乐场,Background,无修改物体,,
edit_511,image_edit_magic_data/image_511.png,alter the background to a winter wonderland,image_edit_meta,将背景改为冬日仙境。,Background,无修改物体,,
edit_512,image_edit_magic_data/image_512.png,transport the couple to a magical forest,image_edit_meta,将这对夫妇传送到一个神奇的森林中。,Background,无修改物体,,
edit_513,image_edit_magic_data/image_513.png,change the background to cityscape,image_edit_meta,将背景更改为城市风光,Background,无修改物体,,
edit_514,image_edit_magic_data/image_514.png,set the background to a child's bedroom,image_edit_meta,将背景设置为儿童卧室。,Background,无修改物体,,
edit_515,image_edit_magic_data/image_515.png,change the background to mountain,image_edit_meta,将背景更改为山景,Background,无修改物体,,
edit_516,image_edit_magic_data/image_516.png,change the background to a cozy bedroom,image_edit_meta,将背景更改为舒适的卧室。,Background,无修改物体,,
edit_517,image_edit_magic_data/image_517.png,add a sunset to the background,image_edit_meta,请在背景中添加夕阳。,Background,无修改物体,,
edit_518,image_edit_magic_data/image_518.png,make the background ocean,image_edit_meta,将背景设为海洋。,Background,无修改物体,,
edit_519,image_edit_magic_data/image_519.png,set the background to ranch,image_edit_meta,将背景设置为牧场,Background,无修改物体,,
edit_520,image_edit_magic_data/image_520.png,replace the background with a colorful festival setting,image_edit_meta,请将背景替换为多彩的节日场景。,Background,无修改物体,,
edit_521,image_edit_magic_data/image_521.png,change the background to a magical forest,image_edit_meta,将背景更改为魔法森林。,Background,无修改物体,,
edit_522,image_edit_magic_data/image_522.png,change the background to a mountainous region,image_edit_meta,将背景更改为山区。,Background,无修改物体,,
edit_523,image_edit_magic_data/image_523.png,replace the background with a luxurious hotel lobby,image_edit_meta,请将背景替换为豪华酒店大堂。,Background,无修改物体,,
edit_524,image_edit_magic_data/image_524.png,change the background to a beach,image_edit_meta,将背景更改为海滩,Background,无修改物体,,
edit_525,image_edit_magic_data/image_525.png,replace the background with a beach,image_edit_meta,请将背景替换为海滩。,Background,无修改物体,,
edit_526,image_edit_magic_data/image_526.png,change the background to beach,image_edit_meta,将背景更改为海滩,Background,无修改物体,,
edit_527,image_edit_magic_data/image_527.png,exchange the background with a tranquil lake,image_edit_meta,将背景换成宁静的湖泊,Background,无修改物体,,
edit_528,image_edit_magic_data/image_528.png,change the background to a garden,image_edit_meta,将背景更改为花园,Background,无修改物体,,
edit_529,image_edit_magic_data/image_529.png,replace the background with a peaceful mountain,image_edit_meta,请将背景替换为宁静的山景。,Background,无修改物体,,
edit_530,image_edit_magic_data/image_530.png,swap the background to beach,image_edit_meta,将背景换成海滩,Background,无修改物体,,
edit_531,image_edit_magic_data/image_531.png,modify the background to a cityscape at sunset,image_edit_meta,将背景更改为夕阳下的城市天际线。,Background,无修改物体,,
edit_532,image_edit_magic_data/image_532.png,change the background to castle,image_edit_meta,将背景更改为城堡。,Background,无修改物体,
edit_533,image_edit_magic_data/image_533.png,replace the background with a peaceful beach scenery,image_edit_meta,请将背景替换为宁静的海滩风光。,Background,无修改物体,
edit_534,image_edit_magic_data/image_534.png,create a winter wonderland scene,image_edit_meta,创建一个冬季仙境场景,Global,无修改物体,
edit_535,image_edit_magic_data/image_535.png,replace the background with a colorful festival scene,image_edit_meta,请将背景替换为多彩的节日场景。,Background,无修改物体,
edit_536,image_edit_magic_data/image_536.png,replace the background with a mountain range,image_edit_meta,请将背景替换为山脉。,Background,无修改物体,
edit_537,image_edit_magic_data/image_537.png,replace the background with a bustling city square,image_edit_meta,请将背景替换为繁忙的城市广场。,Background,无修改物体,
edit_538,image_edit_magic_data/image_538.png,make the background space-themed,image_edit_meta,将背景设置为太空主题,Background,无修改物体,,
edit_539,image_edit_magic_data/image_539.png,change the background to galaxy,image_edit_meta,将背景更改为银河系,Background,无修改物体,,
edit_540,image_edit_magic_data/image_540.png,set the background to ancient ruins,image_edit_meta,将背景设置为古代废墟,Background,无修改物体,,
